filename,class
11_13__talking_against_wall__61T622EK.mp4,1
11_13__talking_angry_couch__61T622EK.mp4,1
11_18__kitchen_still__PT4YKO2R.mp4,1
11_18__kitchen_still__TRJUIS24.mp4,1
11_18__outside_talking_pan_laughing__KLKJ9FPE.mp4,1
11_18__outside_talking_pan_laughing__PT4YKO2R.mp4,1
11_18__podium_speech_happy__DBSWZLXL.mp4,1
11_18__secret_conversation__JJ1YREUN.mp4,1
11_18__secret_conversation__PT4YKO2R.mp4,1
11_18__talking_against_wall__PT4YKO2R.mp4,1
11_18__talking_angry_couch__JJ1YREUN.mp4,1
11_18__walk_down_hall_angry__KLKJ9FPE.mp4,1
11_18__walk_down_hall_angry__PT4YKO2R.mp4,1
11_18__walking_down_street_outside_angry__PT4YKO2R.mp4,1
11_18__walking_outside_cafe_disgusted__R1NMCHKG.mp4,1
11_18__walking_outside_cafe_disgusted__TRJUIS24.mp4,1
11_20__kitchen_still__GNK9UR8K.mp4,1
11_20__outside_talking_still_laughing__GNK9UR8K.mp4,1
11_20__secret_conversation__B2H95QXV.mp4,1
11_20__walk_down_hall_angry__B2H95QXV.mp4,1
11_20__walking_down_street_outside_angry__B2H95QXV.mp4,1
11_21__exit_phone_room__1EAA3MPV.mp4,1
11_21__kitchen_pan__T7DK03O1.mp4,1
11_21__kitchen_still__DU9VH27B.mp4,1
11_21__kitchen_still__N6YQW2AP.mp4,1
11_21__kitchen_still__T7DK03O1.mp4,1
11_21__podium_speech_happy__T7DK03O1.mp4,1
11_21__secret_conversation__1EAA3MPV.mp4,1
11_21__secret_conversation__T7DK03O1.mp4,1
11_21__talking_against_wall__T7DK03O1.mp4,1
11_21__talking_angry_couch__T7DK03O1.mp4,1
11_21__walk_down_hall_angry__T7DK03O1.mp4,1
11_21__walking_down_street_outside_angry__USLHUQDI.mp4,1
11_21__walking_outside_cafe_disgusted__T7DK03O1.mp4,1
11_25__podium_speech_happy__JX0SAMTC.mp4,1
11_26__kitchen_pan__7C0VKV43.mp4,1
11_26__kitchen_still__7C0VKV43.mp4,1
11_26__outside_talking_pan_laughing__ALJ0OHNM.mp4,1
11_26__outside_talking_still_laughing__ALJ0OHNM.mp4,1
11_26__walk_down_hall_angry__7C0VKV43.mp4,1
11_26__walking_outside_cafe_disgusted__ALJ0OHNM.mp4,1
110.mp4,0
110_043.mp4,1
111.mp4,0
111_094.mp4,1
112.mp4,0
112_892.mp4,1
113.mp4,0
113_983.mp4,1
114.mp4,0
114_102.mp4,1
115.mp4,0
115_939.mp4,1
116.mp4,0
116_091.mp4,1
117.mp4,0
117_217.mp4,1
118.mp4,0
118_120.mp4,1
119.mp4,0
119_123.mp4,1
12__exit_phone_room.mp4,0
12__hugging_happy.mp4,0
12__kitchen_pan.mp4,0
12__kitchen_still.mp4,0
12__outside_talking_pan_laughing.mp4,0
12__outside_talking_still_laughing.mp4,0
12__podium_speech_happy.mp4,0
12__secret_conversation.mp4,0
12__talking_against_wall.mp4,0
12__talking_angry_couch.mp4,0
12__walk_down_hall_angry.mp4,0
12__walking_and_outside_surprised.mp4,0
12__walking_down_indoor_hall_disgust.mp4,0
12__walking_down_street_outside_angry.mp4,0
12__walking_outside_cafe_disgusted.mp4,0
12_01__kitchen_pan__TNI7KUZ6.mp4,1
12_01__outside_talking_pan_laughing__TNI7KUZ6.mp4,1
12_01__outside_talking_still_laughing__TNI7KUZ6.mp4,1
12_02__hugging_happy__9D2ZHEKW.mp4,1
12_02__outside_talking_pan_laughing__9D2ZHEKW.mp4,1
12_02__podium_speech_happy__9D2ZHEKW.mp4,1
12_02__walking_and_outside_surprised__9D2ZHEKW.mp4,1
12_03__exit_phone_room__D7G6YJON.mp4,1
12_03__kitchen_pan__D7G6YJON.mp4,1
12_03__outside_talking_still_laughing__D7G6YJON.mp4,1
12_03__walk_down_hall_angry__D7G6YJON.mp4,1
12_03__walking_outside_cafe_disgusted__D7G6YJON.mp4,1
12_04__kitchen_pan__B6YJ9IW1.mp4,1
12_04__kitchen_still__96TQKDFJ.mp4,1
12_04__kitchen_still__B6YJ9IW1.mp4,1
12_04__walking_and_outside_surprised__96TQKDFJ.mp4,1
12_04__walking_down_street_outside_angry__B6YJ9IW1.mp4,1
12_06__hugging_happy__3K21NFNM.mp4,1
12_06__outside_talking_pan_laughing__0VR4Y891.mp4,1
12_06__outside_talking_pan_laughing__3K21NFNM.mp4,1
12_06__outside_talking_still_laughing__3K21NFNM.mp4,1
12_06__podium_speech_happy__0VR4Y891.mp4,1
12_06__podium_speech_happy__3K21NFNM.mp4,1
12_06__secret_conversation__F3I4PDYF.mp4,1
12_06__talking_against_wall__0VR4Y891.mp4,1
12_06__talking_against_wall__3K21NFNM.mp4,1
12_06__walk_down_hall_angry__3K21NFNM.mp4,1
12_06__walking_and_outside_surprised__3K21NFNM.mp4,1
12_06__walking_down_indoor_hall_disgust__3K21NFNM.mp4,1
12_06__walking_down_street_outside_angry__3K21NFNM.mp4,1
12_06__walking_down_street_outside_angry__F3I4PDYF.mp4,1
12_07__kitchen_pan__1MSOAVLL.mp4,1
12_07__outside_talking_pan_laughing__0VN0A2T3.mp4,1
12_07__outside_talking_pan_laughing__KAG65PEE.mp4,1
12_07__outside_talking_still_laughing__0VN0A2T3.mp4,1
12_07__outside_talking_still_laughing__KAG65PEE.mp4,1
12_07__podium_speech_happy__KAG65PEE.mp4,1
12_07__secret_conversation__X9X7FAZG.mp4,1
12_07__talking_against_wall__0VN0A2T3.mp4,1
12_07__walk_down_hall_angry__KAG65PEE.mp4,1
12_07__walking_and_outside_surprised__0VN0A2T3.mp4,1
12_07__walking_and_outside_surprised__KAG65PEE.mp4,1
12_07__walking_and_outside_surprised__X9X7FAZG.mp4,1
12_07__walking_down_indoor_hall_disgust__KAG65PEE.mp4,1
12_07__walking_down_street_outside_angry__0VN0A2T3.mp4,1
12_07__walking_outside_cafe_disgusted__KAG65PEE.mp4,1
12_11__podium_speech_happy__8NS148U7.mp4,1
12_11__talking_against_wall__8NS148U7.mp4,1
12_11__walking_outside_cafe_disgusted__8NS148U7.mp4,1
12_13__kitchen_still__BFH4F0N8.mp4,1
12_13__outside_talking_pan_laughing__2TM4IFSF.mp4,1
12_13__outside_talking_still_laughing__2TM4IFSF.mp4,1
12_13__outside_talking_still_laughing__N8IGC93J.mp4,1
12_13__podium_speech_happy__2TM4IFSF.mp4,1
12_13__podium_speech_happy__BFH4F0N8.mp4,1
12_13__podium_speech_happy__N8IGC93J.mp4,1
12_13__secret_conversation__2TM4IFSF.mp4,1
12_13__secret_conversation__DJ7MF331.mp4,1
12_13__talking_against_wall__2TM4IFSF.mp4,1
12_13__talking_against_wall__O3SOWBCU.mp4,1
12_13__talking_angry_couch__WCPCP2TD.mp4,1
12_13__walk_down_hall_angry__6G44TDN4.mp4,1
12_13__walk_down_hall_angry__N8IGC93J.mp4,1
12_13__walking_and_outside_surprised__DJ7MF331.mp4,1
12_13__walking_and_outside_surprised__Q442U52P.mp4,1
12_13__walking_and_outside_surprised__SIA5P4HL.mp4,1
12_13__walking_down_indoor_hall_disgust__2TM4IFSF.mp4,1
12_13__walking_down_street_outside_angry__2TM4IFSF.mp4,1
12_14__outside_talking_pan_laughing__Z7EWFA0P.mp4,1
12_14__podium_speech_happy__Z7EWFA0P.mp4,1
12_14__walk_down_hall_angry__Z7EWFA0P.mp4,1
12_15__hugging_happy__N0SRODQD.mp4,1
12_15__kitchen_pan__N0SRODQD.mp4,1
12_15__kitchen_pan__RK17XFJ9.mp4,1
12_15__kitchen_still__RK17XFJ9.mp4,1
12_15__outside_talking_still_laughing__RK17XFJ9.mp4,1
12_15__podium_speech_happy__N0SRODQD.mp4,1
12_15__secret_conversation__N0SRODQD.mp4,1
12_15__secret_conversation__RK17XFJ9.mp4,1
12_15__talking_angry_couch__N0SRODQD.mp4,1
12_15__talking_angry_couch__RK17XFJ9.mp4,1
12_15__walk_down_hall_angry__N0SRODQD.mp4,1
12_15__walking_and_outside_surprised__N0SRODQD.mp4,1
12_15__walking_down_indoor_hall_disgust__N0SRODQD.mp4,1
12_15__walking_down_indoor_hall_disgust__RK17XFJ9.mp4,1
12_15__walking_down_street_outside_angry__N0SRODQD.mp4,1
12_18__hugging_happy__IKH1LBBY.mp4,1
12_18__outside_talking_pan_laughing__IKH1LBBY.mp4,1
12_18__outside_talking_still_laughing__IKH1LBBY.mp4,1
12_18__talking_against_wall__IKH1LBBY.mp4,1
12_18__walking_and_outside_surprised__IKH1LBBY.mp4,1
12_18__walking_outside_cafe_disgusted__IKH1LBBY.mp4,1
12_20__kitchen_still__VD7BCF1U.mp4,1
12_20__outside_talking_pan_laughing__GHPWDH3C.mp4,1
12_20__secret_conversation__B0X1CGG2.mp4,1
12_20__secret_conversation__VD7BCF1U.mp4,1
12_20__talking_against_wall__GHPWDH3C.mp4,1
12_20__walk_down_hall_angry__B0X1CGG2.mp4,1
12_20__walking_outside_cafe_disgusted__B0X1CGG2.mp4,1
12_21__kitchen_pan__ME7E3R1D.mp4,1
12_21__kitchen_still__ME7E3R1D.mp4,1
12_21__outside_talking_pan_laughing__ME7E3R1D.mp4,1
12_21__outside_talking_still_laughing__J54W3PV1.mp4,1
12_21__secret_conversation__J54W3PV1.mp4,1
12_21__talking_against_wall__J54W3PV1.mp4,1
12_25__podium_speech_happy__3PS32GAH.mp4,1
12_25__podium_speech_happy__G26LG5N7.mp4,1
12_25__walk_down_hall_angry__I2X1XTCC.mp4,1
12_25__walking_and_outside_surprised__FQE07ND1.mp4,1
12_25__walking_and_outside_surprised__G26LG5N7.mp4,1
12_25__walking_down_indoor_hall_disgust__FQE07ND1.mp4,1
12_25__walking_down_street_outside_angry__I2X1XTCC.mp4,1
12_25__walking_outside_cafe_disgusted__0SA36BZ5.mp4,1
12_25__walking_outside_cafe_disgusted__G26LG5N7.mp4,1
12_25__walking_outside_cafe_disgusted__MA71PDNV.mp4,1
12_26__exit_phone_room__HEKDCIHW.mp4,1
12_26__kitchen_pan__HEKDCIHW.mp4,1
12_26__outside_talking_still_laughing__OTKIGGFE.mp4,1
12_26__podium_speech_happy__BFBNM8FR.mp4,1
12_26__podium_speech_happy__FWFQ5YB8.mp4,1
12_26__secret_conversation__LI63E4TS.mp4,1
12_26__talking_against_wall__FWFQ5YB8.mp4,1
12_26__talking_against_wall__OTKIGGFE.mp4,1
12_26__talking_angry_couch__LI63E4TS.mp4,1
12_26__walking_outside_cafe_disgusted__OTKIGGFE.mp4,1
12_26__walking_outside_cafe_disgusted__OVOQACG8.mp4,1
120.mp4,0
120_118.mp4,1
121.mp4,0
121_093.mp4,1
122.mp4,0
122_144.mp4,1
123.mp4,0
123_119.mp4,1
124.mp4,0
124_085.mp4,1
125.mp4,0
125_038.mp4,1
126.mp4,0
126_104.mp4,1
127.mp4,0
127_129.mp4,1
128.mp4,0
128_896.mp4,1
129.mp4,0
129_127.mp4,1
13__exit_phone_room.mp4,0
13__hugging_happy.mp4,0
13__kitchen_pan.mp4,0
13__kitchen_still.mp4,0
13__outside_talking_pan_laughing.mp4,0
13__outside_talking_still_laughing.mp4,0
13__podium_speech_happy.mp4,0
13__secret_conversation.mp4,0
13__talking_against_wall.mp4,0
13__talking_angry_couch.mp4,0
13__walk_down_hall_angry.mp4,0
13__walking_and_outside_surprised.mp4,0
13__walking_down_indoor_hall_disgust.mp4,0
13__walking_down_street_outside_angry.mp4,0
13__walking_outside_cafe_disgusted.mp4,0
13_02__exit_phone_room__CP5HFV3K.mp4,1
13_02__exit_phone_room__PLNVLO74.mp4,1
13_02__hugging_happy__PLNVLO74.mp4,1
13_02__kitchen_pan__2YSYT2N3.mp4,1
13_02__kitchen_pan__CP5HFV3K.mp4,1
13_02__kitchen_still__2YSYT2N3.mp4,1
13_02__outside_talking_pan_laughing__0RKOCC6A.mp4,1
13_02__outside_talking_pan_laughing__2YSYT2N3.mp4,1
13_02__outside_talking_still_laughing__2YSYT2N3.mp4,1
13_02__outside_talking_still_laughing__CP5HFV3K.mp4,1
13_02__podium_speech_happy__2YSYT2N3.mp4,1
13_02__secret_conversation__CP5HFV3K.mp4,1
13_02__secret_conversation__PLNVLO74.mp4,1
13_02__talking_angry_couch__CP5HFV3K.mp4,1
13_02__walking_and_outside_surprised__CP5HFV3K.mp4,1
13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,1
13_02__walking_down_indoor_hall_disgust__CP5HFV3K.mp4,1
13_02__walking_down_street_outside_angry__0RKOCC6A.mp4,1
13_02__walking_down_street_outside_angry__2YSYT2N3.mp4,1
13_02__walking_outside_cafe_disgusted__CP5HFV3K.mp4,1
13_03__exit_phone_room__GBYWJW06.mp4,1
13_03__exit_phone_room__T3MZOI8X.mp4,1
13_03__hugging_happy__GBYWJW06.mp4,1
13_03__kitchen_pan__GBYWJW06.mp4,1
13_03__outside_talking_still_laughing__GBYWJW06.mp4,1
13_03__secret_conversation__GBYWJW06.mp4,1
13_03__talking_against_wall__GBYWJW06.mp4,1
13_03__talking_angry_couch__GBYWJW06.mp4,1
13_03__walking_down_indoor_hall_disgust__GBYWJW06.mp4,1
13_03__walking_outside_cafe_disgusted__GBYWJW06.mp4,1
13_04__kitchen_pan__00T3UYOR.mp4,1
13_04__kitchen_still__00T3UYOR.mp4,1
13_04__podium_speech_happy__00T3UYOR.mp4,1
13_04__secret_conversation__00T3UYOR.mp4,1
13_04__talking_against_wall__00T3UYOR.mp4,1
13_04__talking_angry_couch__00T3UYOR.mp4,1
13_04__walking_down_street_outside_angry__00T3UYOR.mp4,1
13_04__walking_outside_cafe_disgusted__00T3UYOR.mp4,1
13_07__exit_phone_room__RVQCPCJF.mp4,1
13_07__secret_conversation__RVQCPCJF.mp4,1
13_07__walking_down_street_outside_angry__RVQCPCJF.mp4,1
13_07__walking_outside_cafe_disgusted__RVQCPCJF.mp4,1
13_09__exit_phone_room__BVZGDFD8.mp4,1
13_09__hugging_happy__B41GFUV2.mp4,1
13_09__hugging_happy__BVZGDFD8.mp4,1
13_09__hugging_happy__LPT427RY.mp4,1
13_09__kitchen_still__NDMHWBT1.mp4,1
13_09__outside_talking_pan_laughing__6K90KFOQ.mp4,1
13_09__outside_talking_still_laughing__30N46VHZ.mp4,1
13_09__outside_talking_still_laughing__YP7MGDQ6.mp4,1
13_09__podium_speech_happy__TG55WJXX.mp4,1
13_09__podium_speech_happy__YP7MGDQ6.mp4,1
13_09__talking_against_wall__21H6XSPE.mp4,1
13_09__talking_against_wall__LPT427RY.mp4,1
13_09__walk_down_hall_angry__6K90KFOQ.mp4,1
13_09__walk_down_hall_angry__YP7MGDQ6.mp4,1
13_09__walking_down_indoor_hall_disgust__21H6XSPE.mp4,1
13_09__walking_down_indoor_hall_disgust__3GQ49P2J.mp4,1
13_09__walking_down_indoor_hall_disgust__BVZGDFD8.mp4,1
13_09__walking_down_street_outside_angry__6K90KFOQ.mp4,1
13_09__walking_down_street_outside_angry__8YDMHH02.mp4,1
13_09__walking_down_street_outside_angry__B41GFUV2.mp4,1
13_09__walking_down_street_outside_angry__NDMHWBT1.mp4,1
13_09__walking_outside_cafe_disgusted__21H6XSPE.mp4,1
13_09__walking_outside_cafe_disgusted__3GQ49P2J.mp4,1
13_11__hugging_happy__61T622EK.mp4,1
13_11__kitchen_pan__61T622EK.mp4,1
13_11__kitchen_pan__XXKQ4XM0.mp4,1
13_11__kitchen_still__61T622EK.mp4,1
13_11__outside_talking_still_laughing__61T622EK.mp4,1
13_11__outside_talking_still_laughing__XXKQ4XM0.mp4,1
13_11__podium_speech_happy__XXKQ4XM0.mp4,1
13_11__talking_against_wall__61T622EK.mp4,1
13_11__talking_angry_couch__61T622EK.mp4,1
13_12__hugging_happy__BFH4F0N8.mp4,1
13_12__kitchen_pan__O3SOWBCU.mp4,1
13_12__kitchen_pan__Q442U52P.mp4,1
13_12__outside_talking_pan_laughing__2TM4IFSF.mp4,1
13_12__outside_talking_still_laughing__2TM4IFSF.mp4,1
13_12__outside_talking_still_laughing__N8IGC93J.mp4,1
13_12__podium_speech_happy__2TM4IFSF.mp4,1
13_12__podium_speech_happy__N8IGC93J.mp4,1
13_12__secret_conversation__2TM4IFSF.mp4,1
13_12__secret_conversation__6G44TDN4.mp4,1
13_12__secret_conversation__DJ7MF331.mp4,1
13_12__talking_against_wall__2TM4IFSF.mp4,1
13_12__walk_down_hall_angry__N8IGC93J.mp4,1
13_12__walk_down_hall_angry__Q442U52P.mp4,1
13_12__walking_down_indoor_hall_disgust__2TM4IFSF.mp4,1
13_12__walking_down_indoor_hall_disgust__SIA5P4HL.mp4,1
13_12__walking_down_street_outside_angry__2TM4IFSF.mp4,1
13_14__hugging_happy__KMQ3AW6A.mp4,1
13_14__kitchen_still__KMQ3AW6A.mp4,1
13_14__outside_talking_pan_laughing__KMQ3AW6A.mp4,1
13_14__podium_speech_happy__KMQ3AW6A.mp4,1
13_14__talking_against_wall__KMQ3AW6A.mp4,1
13_14__talking_angry_couch__KMQ3AW6A.mp4,1
13_14__walk_down_hall_angry__KMQ3AW6A.mp4,1
13_14__walking_down_indoor_hall_disgust__KMQ3AW6A.mp4,1
13_14__walking_outside_cafe_disgusted__KMQ3AW6A.mp4,1
13_15__exit_phone_room__X0EIIJF7.mp4,1
13_15__hugging_happy__X0EIIJF7.mp4,1
13_15__kitchen_pan__X0EIIJF7.mp4,1
13_15__kitchen_still__X0EIIJF7.mp4,1
13_15__outside_talking_pan_laughing__X0EIIJF7.mp4,1
13_15__outside_talking_still_laughing__X0EIIJF7.mp4,1
13_15__secret_conversation__X0EIIJF7.mp4,1
13_15__walk_down_hall_angry__X0EIIJF7.mp4,1
13_15__walking_down_indoor_hall_disgust__X0EIIJF7.mp4,1
13_15__walking_down_street_outside_angry__X0EIIJF7.mp4,1
13_15__walking_outside_cafe_disgusted__X0EIIJF7.mp4,1
13_18__exit_phone_room__3II4T6H5.mp4,1
13_18__kitchen_still__3II4T6H5.mp4,1
13_18__walking_outside_cafe_disgusted__3II4T6H5.mp4,1
13_20__exit_phone_room__C50CSOEX.mp4,1
13_20__hugging_happy__43KAHOT2.mp4,1
13_20__hugging_happy__C50CSOEX.mp4,1
13_20__kitchen_pan__4SAX54BT.mp4,1
13_20__kitchen_still__2994SNXH.mp4,1
13_20__kitchen_still__LXLR1B6N.mp4,1
13_20__kitchen_still__NJEO6L5O.mp4,1
13_20__outside_talking_pan_laughing__43KAHOT2.mp4,1
13_20__outside_talking_pan_laughing__C50CSOEX.mp4,1
13_20__podium_speech_happy__C50CSOEX.mp4,1
13_20__podium_speech_happy__U3IPYECM.mp4,1
13_20__secret_conversation__4RU7I77X.mp4,1
13_20__talking_against_wall__43KAHOT2.mp4,1
13_20__talking_against_wall__4SAX54BT.mp4,1
13_20__talking_against_wall__VO2YZXLN.mp4,1
13_20__walk_down_hall_angry__43KAHOT2.mp4,1
13_20__walk_down_hall_angry__4SAX54BT.mp4,1
13_20__walk_down_hall_angry__HQHYKNGK.mp4,1
13_20__walk_down_hall_angry__LXLR1B6N.mp4,1
13_20__walking_down_indoor_hall_disgust__EV1V4ZQV.mp4,1
13_20__walking_down_indoor_hall_disgust__NJEO6L5O.mp4,1
13_20__walking_down_indoor_hall_disgust__VO2YZXLN.mp4,1
13_25__exit_phone_room__7YMTAF29.mp4,1
13_25__hugging_happy__7YMTAF29.mp4,1
13_25__outside_talking_still_laughing__IW9OFVMG.mp4,1
13_25__outside_talking_still_laughing__PBM86HKZ.mp4,1
13_25__talking_against_wall__7YMTAF29.mp4,1
13_25__walking_and_outside_surprised__PBM86HKZ.mp4,1
13_25__walking_down_street_outside_angry__IW9OFVMG.mp4,1
13_26__exit_phone_room__U5ELHUN5.mp4,1
13_26__kitchen_still__XRS5W2NC.mp4,1
13_26__podium_speech_happy__1ZRIYSSU.mp4,1
13_26__podium_speech_happy__XRS5W2NC.mp4,1
13_26__secret_conversation__DZP10XW4.mp4,1
13_26__talking_against_wall__U5ELHUN5.mp4,1
13_26__talking_against_wall__WK3NZ3UV.mp4,1
13_26__talking_angry_couch__1ZRIYSSU.mp4,1
13_26__walking_down_street_outside_angry__CJALTDKT.mp4,1
13_26__walking_outside_cafe_disgusted__SU8J9CBG.mp4,1
13_27__hugging_happy__A1OSUJE9.mp4,1
13_27__kitchen_still__A1OSUJE9.mp4,1
13_27__outside_talking_pan_laughing__A1OSUJE9.mp4,1
13_27__talking_against_wall__A1OSUJE9.mp4,1
13_27__walking_and_outside_surprised__A1OSUJE9.mp4,1
13_27__walking_outside_cafe_disgusted__A1OSUJE9.mp4,1
130.mp4,0
130_139.mp4,1
131.mp4,0
131_518.mp4,1
132.mp4,0
132_007.mp4,1
133.mp4,0
133_148.mp4,1
134.mp4,0
134_192.mp4,1
135.mp4,0
135_880.mp4,1
136.mp4,0
136_285.mp4,1
137.mp4,0
137_165.mp4,1
138.mp4,0
138_142.mp4,1
139.mp4,0
139_130.mp4,1
14__exit_phone_room.mp4,0
14__hugging_happy.mp4,0
14__kitchen_pan.mp4,0
14__kitchen_still.mp4,0
14__outside_talking_pan_laughing.mp4,0
14__outside_talking_still_laughing.mp4,0
14__podium_speech_happy.mp4,0
14__secret_conversation.mp4,0
14__talking_against_wall.mp4,0
14__talking_angry_couch.mp4,0
14__walk_down_hall_angry.mp4,0
14__walking_and_outside_surprised.mp4,0
14__walking_down_indoor_hall_disgust.mp4,0
14__walking_down_street_outside_angry.mp4,0
14__walking_outside_cafe_disgusted.mp4,0
14_01__hugging_happy__0S0NS5C6.mp4,1
14_01__kitchen_pan__0S0NS5C6.mp4,1
14_01__kitchen_still__01YF7VQM.mp4,1
14_01__outside_talking_still_laughing__01YF7VQM.mp4,1
14_01__talking_angry_couch__0S0NS5C6.mp4,1
14_01__walking_and_outside_surprised__01YF7VQM.mp4,1
14_01__walking_outside_cafe_disgusted__01YF7VQM.mp4,1
14_02__exit_phone_room__3IUBEKCT.mp4,1
14_02__kitchen_pan__3IUBEKCT.mp4,1
14_02__outside_talking_pan_laughing__3IUBEKCT.mp4,1
14_02__podium_speech_happy__3IUBEKCT.mp4,1
14_02__secret_conversation__3IUBEKCT.mp4,1
14_02__walking_and_outside_surprised__3IUBEKCT.mp4,1
14_02__walking_outside_cafe_disgusted__3IUBEKCT.mp4,1
14_03__exit_phone_room__0O9TTCJT.mp4,1
14_03__exit_phone_room__7JPPCV50.mp4,1
14_03__exit_phone_room__KJ221YN0.mp4,1
14_03__hugging_happy__PLCQJM81.mp4,1
14_03__hugging_happy__ZC2KYASW.mp4,1
14_03__kitchen_still__0O9TTCJT.mp4,1
14_03__kitchen_still__Q9NSXM88.mp4,1
14_03__outside_talking_pan_laughing__H0VQHGS3.mp4,1
14_03__outside_talking_still_laughing__KJ221YN0.mp4,1
14_03__secret_conversation__0O9TTCJT.mp4,1
14_03__secret_conversation__KJ221YN0.mp4,1
14_03__secret_conversation__L0GHYIFS.mp4,1
14_03__talking_against_wall__38OVCK3X.mp4,1
14_03__talking_against_wall__P1L5PF4I.mp4,1
14_03__talking_angry_couch__L0GHYIFS.mp4,1
14_03__walk_down_hall_angry__7JPPCV50.mp4,1
14_03__walking_and_outside_surprised__38OVCK3X.mp4,1
14_03__walking_and_outside_surprised__P1L5PF4I.mp4,1
14_03__walking_down_indoor_hall_disgust__KJ221YN0.mp4,1
14_03__walking_down_street_outside_angry__L0GHYIFS.mp4,1
14_03__walking_down_street_outside_angry__PLCQJM81.mp4,1
14_03__walking_outside_cafe_disgusted__PLCQJM81.mp4,1
14_06__hugging_happy__8U9ULZDT.mp4,1
14_06__kitchen_still__8U9ULZDT.mp4,1
14_06__outside_talking_pan_laughing__8U9ULZDT.mp4,1
14_06__outside_talking_still_laughing__8U9ULZDT.mp4,1
14_06__podium_speech_happy__8U9ULZDT.mp4,1
14_06__secret_conversation__8U9ULZDT.mp4,1
14_06__walking_and_outside_surprised__8U9ULZDT.mp4,1
14_06__walking_down_indoor_hall_disgust__8U9ULZDT.mp4,1
14_07__exit_phone_room__P9QFO50U.mp4,1
14_07__hugging_happy__P9QFO50U.mp4,1
14_07__hugging_happy__VOX29AK0.mp4,1
14_07__outside_talking_pan_laughing__P9QFO50U.mp4,1
14_07__outside_talking_still_laughing__P9QFO50U.mp4,1
14_07__podium_speech_happy__P9QFO50U.mp4,1
14_07__podium_speech_happy__VOX29AK0.mp4,1
14_07__secret_conversation__P9QFO50U.mp4,1
14_07__talking_against_wall__P9QFO50U.mp4,1
14_07__walk_down_hall_angry__P9QFO50U.mp4,1
14_07__walking_down_indoor_hall_disgust__P9QFO50U.mp4,1
14_07__walking_down_street_outside_angry__VOX29AK0.mp4,1
14_09__hugging_happy__6TEK3ZX0.mp4,1
14_09__talking_angry_couch__6TEK3ZX0.mp4,1
14_09__walking_down_indoor_hall_disgust__6TEK3ZX0.mp4,1
14_09__walking_down_street_outside_angry__6TEK3ZX0.mp4,1
14_09__walking_outside_cafe_disgusted__6TEK3ZX0.mp4,1
14_12__outside_talking_pan_laughing__Z7EWFA0P.mp4,1
14_12__podium_speech_happy__Z7EWFA0P.mp4,1
14_12__walk_down_hall_angry__Z7EWFA0P.mp4,1
14_13__hugging_happy__KMQ3AW6A.mp4,1
14_13__kitchen_still__KMQ3AW6A.mp4,1
14_13__outside_talking_pan_laughing__KMQ3AW6A.mp4,1
14_13__podium_speech_happy__KMQ3AW6A.mp4,1
14_13__talking_against_wall__KMQ3AW6A.mp4,1
14_13__talking_angry_couch__KMQ3AW6A.mp4,1
14_13__walk_down_hall_angry__KMQ3AW6A.mp4,1
14_13__walking_down_indoor_hall_disgust__KMQ3AW6A.mp4,1
14_13__walking_outside_cafe_disgusted__KMQ3AW6A.mp4,1
14_15__exit_phone_room__OMLZILK3.mp4,1
14_15__hugging_happy__3FRJCJ0V.mp4,1
14_15__hugging_happy__4SO1CSAM.mp4,1
14_15__hugging_happy__OMLZILK3.mp4,1
14_15__kitchen_pan__RF38N10R.mp4,1
14_15__outside_talking_pan_laughing__3FRJCJ0V.mp4,1
14_15__outside_talking_pan_laughing__OMLZILK3.mp4,1
14_15__outside_talking_still_laughing__4SO1CSAM.mp4,1
14_15__outside_talking_still_laughing__RNHLLKSQ.mp4,1
14_15__podium_speech_happy__RF38N10R.mp4,1
14_15__secret_conversation__OMLZILK3.mp4,1
14_15__talking_against_wall__3FRJCJ0V.mp4,1
14_15__talking_against_wall__RNHLLKSQ.mp4,1
14_15__talking_angry_couch__RF38N10R.mp4,1
14_15__walking_and_outside_surprised__OMLZILK3.mp4,1
14_15__walking_down_street_outside_angry__OMLZILK3.mp4,1
14_18__exit_phone_room__0YRBHIKG.mp4,1
14_18__hugging_happy__0YRBHIKG.mp4,1
14_18__hugging_happy__MAEROFMR.mp4,1
14_18__kitchen_pan__A5A1Q467.mp4,1
14_18__kitchen_pan__HYMNQ00Q.mp4,1
14_18__kitchen_still__0YRBHIKG.mp4,1
14_18__kitchen_still__A5A1Q467.mp4,1
14_18__outside_talking_still_laughing__6SB2BR0A.mp4,1
14_18__podium_speech_happy__0YRBHIKG.mp4,1
14_18__secret_conversation__A5A1Q467.mp4,1
14_18__talking_against_wall__0YRBHIKG.mp4,1
14_18__talking_against_wall__A5A1Q467.mp4,1
14_18__talking_angry_couch__0YRBHIKG.mp4,1
14_18__talking_angry_couch__A5A1Q467.mp4,1
14_18__walk_down_hall_angry__A5A1Q467.mp4,1
14_18__walking_and_outside_surprised__0YRBHIKG.mp4,1
14_18__walking_and_outside_surprised__6SB2BR0A.mp4,1
14_18__walking_and_outside_surprised__A5A1Q467.mp4,1
14_18__walking_down_indoor_hall_disgust__0YRBHIKG.mp4,1
14_18__walking_outside_cafe_disgusted__0YRBHIKG.mp4,1
14_18__walking_outside_cafe_disgusted__6SB2BR0A.mp4,1
